"Painting","Year","Y","Color","Size"
"Hl. Eligius in seiner [Goldschmiede-]Werkstatt by Petrus Christus",1449,22,"#734d36",0.450980392157
"Sant Eloi al seu taller per Petrus Christus; 1449 (Nova York; Metropolitan Museum of Art). L'obra abans de la supressió de l'halo. by Petrus Christus",1449,8,"#cf290c",0.811764705882
"Verkündigung by Filippo Lippi",1449,24,"#b18b71",0.694117647059
"Kniende Stifterin by Petrus Christus",1450,14,"#5b3c32",0.356862745098
"Allegorical Figure (Calliope?) Cosme Tura by Cosimo Tura",1450,218,"#233c69",0.411764705882
"Kniende Stifterin (detail) by Petrus Christus",1450,2,"#65302e",0.396078431373
"Kniender Stifter by Petrus Christus",1450,0,"#553838",0.333333333333
"Porträt eines Mannes by Cosimo Tura",1450,18,"#764c3a",0.462745098039
"Hl. Markus; Evangelist by Andrea Mantegna",1450,61,"#d6d7b8",0.843137254902
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Detail by Piero della Francesca",1452,45,"#9d957c",0.61568627451
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,13,"#3b2721",0.23137254902
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,21,"#3e281c",0.243137254902
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,21,"#735544",0.450980392157
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,15,"#825342",0.509803921569
"Piero della Francesca by Piero della Francesca",1452,23,"#9d8a7e",0.61568627451
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,38,"#beb5a5",0.745098039216
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,229,"#8d8f98",0.596078431373
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,97,"#55644c",0.392156862745
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Detail by Piero della Francesca",1452,17,"#5f4135",0.372549019608
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,336,"#504348",0.313725490196
"Piero della Francesca by Piero della Francesca",1452,17,"#8d7368",0.552941176471
"Legend of the True Cross - Exaltation of the Cross (c. 1452-66; Fresco; San Francesco; Arezzo; Italy) by Piero della Francesca",1452,52,"#b3b09a",0.701960784314
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,30,"#b8b0a8",0.721568627451
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,300,"#3a323a",0.227450980392
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,15,"#504744",0.313725490196
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,40,"#a29c90",0.635294117647
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,13,"#665854",0.4
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,4,"#423534",0.258823529412
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,3,"#483938",0.282352941176
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,30,"#66625e",0.4
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,8,"#afa9a8",0.686274509804
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,33,"#82786b",0.509803921569
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,40,"#c0b49c",0.752941176471
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,349,"#2a1f21",0.164705882353
"Aufbahrung des Hl. Stephan by Filippo Lippi",1452,34,"#d9c7ae",0.850980392157
"Legend of the True Cross - Exaltation of the Cross (c. 1452-66; Fresco; San Francesco; Arezzo; Italy) by Piero della Francesca",1452,33,"#a0988e",0.627450980392
"reskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,36,"#9b9284",0.607843137255
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,25,"#a28c7c",0.635294117647
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,25,"#a49386",0.643137254902
"Piero della Francesca by Piero della Francesca",1452,80,"#bfc0bd",0.752941176471
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,30,"#6f5e4c",0.435294117647
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,52,"#d1cfc0",0.819607843137
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,24,"#836a59",0.513725490196
"Schutzmantelmadonna der Familie Cadard by Enguerrand Quarton",1452,0,"#5e1e1e",0.36862745098
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,42,"#f1ebdc",0.945098039216
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,35,"#9e9588",0.619607843137
"لوحة فنيَّة من كنيسة القديس فرنسيس في أريتسو. يظهرُ فيها انتصار الروم البيزنطيين بقيادة القيصر هرقل على الفُرس الساسانيين بقيادة الشاه كسرى الثاني، واسترجاعهم الصليب الحقيقيّ وإعادته إلى بيت المقدس. by Piero della Francesca",1452,357,"#4d3132",0.301960784314
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,36,"#b7a891",0.717647058824
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,24,"#a78f7e",0.654901960784
"Legend of the True Cross - The Battle of Milvian Bridge (c. 1452-66; Fresco; San Francesco; Arezzo; Italy) by Piero della Francesca",1452,222,"#b3b5ba",0.729411764706
"Altarretabel des Hl. Lukas; Detail by Andrea Mantegna",1453,14,"#ba431d",0.729411764706
"St. Lucas altarpiece by Andrea Mantegna",1453,24,"#6f5848",0.435294117647
"Saint Lucas altarpiece by Andrea Mantegna",1453,22,"#7e5c47",0.494117647059
"St. Lucas altarpiece by Andrea Mantegna",1453,29,"#c39b75",0.764705882353
"St. Lucas altarpiece by Andrea Mantegna",1453,22,"#745847",0.454901960784
"St. Lucas altarpiece by Andrea Mantegna",1453,31,"#9f815f",0.623529411765
"Jesus; St. Lucas altarpiece by Andrea Mantegna",1453,28,"#a17a56",0.63137254902
"Jesus; St. Lucas altarpiece by Unknown.",1453,5,"#4c3735",0.298039215686
"Marienkrönung; Altar der Kartause zu Villeneuve-lès-Avignon. by Enguerrand Quarton",1454,12,"#c04f31",0.752941176471
"Der Herbst (Die Muse Polyhymnia) by Francesco del Cossa",1455,231,"#8c8d93",0.576470588235
"Christus am Ölberg im Garten Gethsemane by Andrea Mantegna",1455,0,"#666666",0.4
"Christus am Ölberg im Garten Gethsemane by Andrea Mantegna",1455,330,"#5a5859",0.352941176471
"Christus am Ölberg im Garten Gethsemane by Andrea Mantegna",1455,4,"#241615",0.141176470588
"Christus am Ölberg im Garten Gethsemane by Andrea Mantegna",1455,25,"#7d5b42",0.490196078431
"Christus am Ölberg im Garten Gethsemane by Andrea Mantegna",1455,6,"#1e1615",0.117647058824
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,18,"#755445",0.458823529412
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,29,"#a5815f",0.647058823529
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,5,"#452623",0.270588235294
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,13,"#935240",0.576470588235
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,6,"#502823",0.313725490196
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,5,"#2c2221",0.172549019608
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,30,"#a9937c",0.662745098039
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,37,"#c3a677",0.764705882353
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,24,"#a77f63",0.654901960784
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,29,"#d0aa85",0.81568627451
"Hl. Georg und der Drache by Paolo Uccello",1456,12,"#ae8c83",0.682352941176
"Marienfelder Altar; linker Flügel innen unten links by Johann Koerbecke",1457,29,"#b28458",0.698039215686
"Tryptich of the martyrdom of Saint Erasmus by Dieric Bouts",1458,27,"#4c3623",0.298039215686
"Altarretabel von San Zeno in Verona; Triptychon; by Andrea Mantegna",1459,30,"#c8af96",0.78431372549
"Altarretabel von San Zeno in Verona; Triptychon; rechte Tafel by Andrea Mantegna",1459,9,"#463633",0.274509803922
"Altarretabel von San Zeno in Verona; Triptychon; rechte Tafel by Andrea Mantegna",1459,22,"#92705c",0.572549019608
"Altarretabel von San Zeno in Verona by Andrea Mantegna",1459,10,"#633f37",0.388235294118
"Altarretabel von San Zeno in Verona by Andrea Mantegna",1459,14,"#735c55",0.450980392157
"Zug der Hl. Drei Könige by Benozzo Gozzoli",1459,45,"#aaa38d",0.666666666667
"Altarretabel von San Zeno in Verona by Andrea Mantegna",1459,42,"#978351",0.592156862745
"Porträt eines Mannes by Dieric Bouts",1460,13,"#452921",0.270588235294
"Geburt Christi by Piero della Francesca",1460,39,"#9f885c",0.623529411765
"Amor gibt Ardent Desir das Herz des träumenden René by Unknown.",1460,25,"#a48268",0.643137254902
"Miniatur aus der »La Teseida« des Boccaccio; französisches Manuskript; Szene by Barthélemy d'Eyck",1460,28,"#97897c",0.592156862745
"Christus am Kreuz; Maria; Hl. Johannes der Täufer; Hl. Johannes Evangelist und Hl. Franziskus by Paolo Uccello",1460,21,"#d09d81",0.81568627451
"Episoden aus dem eremitischen Leben by Paolo Uccello",1460,18,"#5e3e30",0.36862745098
"Die Auferweckung des Lazarus; Altartriptychon; linker Flügel innen; Szene by Nicolas Froment",1461,28,"#47392c",0.278431372549
"Die Auferweckung des Lazarus; Altartriptychon; Mitteltafel by Nicolas Froment",1461,26,"#d1915f",0.819607843137
"Marienaltar; Predella by Benozzo Gozzoli",1461,36,"#d1bea0",0.819607843137
"Taula del Retaule del Conestable o de l'Epifania (1464-1465) per a la Capella del Palau Reial Major de Barcelona. by Jaume Huguet",1464,24,"#947158",0.580392156863
"Flügelaltar in St. Peter in Löwen; Einsetzung des Heiligen Abendmahls; linker Flügel; untere Tafel by Dieric Bouts",1464,10,"#b04932",0.690196078431
"Flügelaltar in St. Peter in Löwen; Einsetzung des Heiligen Abendmahls; Mitteltafel by Dieric Bouts",1464,48,"#c4bc9a",0.76862745098
"Maria mit dem Buch und segnenden Christusknaben by Vincenzo Foppa",1464,38,"#b9b1a3",0.725490196078
"Flügelaltar in St. Peter in Löwen; Einsetzung des Heiligen Abendmahls; Gesamtansicht by Dieric Bouts",1464,43,"#9c8b5e",0.611764705882
"Triptychon der Kreuzigung by Justus van Gent",1464,225,"#5a5b5e",0.36862745098
"Vinzenz-Altar; Flügel by Nuno Gonçalves",1465,351,"#2e1a1d",0.180392156863
"Die Darbietung Christi im Tempel by Andrea Mantegna",1465,18,"#ad7b65",0.678431372549
"Die Darbietung Christi im Tempel by Andrea Mantegna",1465,28,"#c9ad94",0.788235294118
"The presentation of Christ in the temple by Andrea Mantegna",1465,30,"#94714d",0.580392156863
"Presentation of Christ in the temple (Candlemas) by Andrea Mantegna",1465,27,"#c6a386",0.776470588235
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,27,"#e6c8ae",0.901960784314
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,8,"#643932",0.392156862745
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,29,"#ceab88",0.807843137255
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,16,"#b97155",0.725490196078
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,18,"#996852",0.6
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,17,"#2c2725",0.172549019608
"Portrait of Carlo de' Medici. by Andrea Mantegna",1466,12,"#ad5c47",0.678431372549
"Das Jüngste Gericht; Triptychon; Mitteltafel by Hans Memling",1466,29,"#cd9c6d",0.803921568627
"Flügelaltar »Die Perle von Brabant«; rechter Flügel by Dieric Bouts",1467,357,"#c84b50",0.78431372549
"Flügelaltar »Die Perle von Brabant«; linker Flügel by Dieric Bouts",1467,10,"#543c37",0.329411764706
"Triumph des Hl. Thomas von Aquin über Averroes by Benozzo Gozzoli",1468,37,"#a98c5a",0.662745098039
"Madonna und zwei Engel by Sandro Botticelli",1468,31,"#dfccb7",0.874509803922
"Triumph des Hl. Thomas von Aquin über Averroes; Detail by Benozzo Gozzoli",1468,18,"#724937",0.447058823529
"Triumph des Hl. Thomas von Aquin über Averroes; Detail by Benozzo Gozzoli",1468,17,"#c68265",0.776470588235
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,25,"#7f6653",0.498039215686
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,39,"#362d1c",0.211764705882
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,28,"#ae937b",0.682352941176
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,26,"#7c634f",0.486274509804
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,352,"#432a2d",0.262745098039
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,11,"#81645d",0.505882352941
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,192,"#c5c9ca",0.792156862745
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,353,"#2e1b1d",0.180392156863
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,22,"#614636",0.380392156863
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,10,"#7e4438",0.494117647059
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,33,"#bea07a",0.745098039216
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,7,"#4c302c",0.298039215686
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,354,"#2b1618",0.16862745098
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,348,"#2d191d",0.176470588235
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,24,"#82634d",0.509803921569
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,8,"#5e4642",0.36862745098
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,3,"#4a3938",0.290196078431
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,23,"#624a3b",0.38431372549
"Fortitudo by Sandro Botticelli",1470,8,"#614844",0.380392156863
"Fortitudo by Sandro Botticelli",1470,20,"#372922",0.21568627451
"Verkündigung an Maria by Alesso Baldovinetti",1470,343,"#68565b",0.407843137255
"Szene rechts by Michael Pacher",1471,25,"#ceb5a2",0.807843137255
"Altarpiece of the Church Fathers by Michael Pacher",1471,0,"#2d2121",0.176470588235
"Szene innen by Michael Pacher",1471,20,"#150b06",0.0823529411765
"Kirchenväteraltar; rechter Flügel innen; Szene by Michael Pacher",1471,37,"#4f3d20",0.309803921569
"Madonna mit Hl. Antonius der Große und betendem Stifter by Hans Memling",1472,31,"#55422d",0.333333333333
"Madonna; Fragment by Francesco del Cossa",1472,12,"#513b35",0.317647058824
"Die Rückkehr Judiths nach Bethulia by Sandro Botticelli",1472,305,"#baaeb9",0.729411764706
"Die Auffindung des enthaupteten Holofernes by Sandro Botticelli",1472,22,"#4c3324",0.298039215686
"Die Triumphzüge des Federico da Montefeltro und der Battista Sforza by Piero della Francesca",1472,43,"#b3a47b",0.701960784314
"Die Triumphzüge des Federico da Montefeltro und der Battista Sforza by Piero della Francesca",1472,150,"#8e9a94",0.603921568627
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; rechter Flügel by Francesco del Cossa",1473,17,"#94624d",0.580392156863
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; linker Flügel by Francesco del Cossa",1473,20,"#6b5f59",0.419607843137
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; rechter Flügel by Francesco del Cossa",1473,24,"#caa891",0.792156862745
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; rechter Flügel by Francesco del Cossa",1473,12,"#8c4937",0.549019607843
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; linker Flügel by Francesco del Cossa",1473,20,"#885940",0.533333333333
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; rechter Flügel by Francesco del Cossa",1473,12,"#5e3024",0.36862745098
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; Mitteltafel by Francesco del Cossa",1473,31,"#897258",0.537254901961
